,Company,TypeName,Inches,Ram,OpSys,Weight (kg),Price_euros,Brand,Resolution,Pixel Width,Pixel Height,Total Pixels,Pixel Density,IPS Panel,Touchscreen,Cpu Clock Speed (GHz),Cpu Brand,Simple Cpu Brand,Cpu Company,Memory Type,HDD Memory (GB),Hybrid Memory (GB),Flash Memory (GB),SSD Memory (GB),Total Memory (GB),Gpu Brand,Simple Gpu Brand,Gpu Company,Simple OpSys
831,Lenovo,Ultrabook,14.0,16GB,Windows 10,1.1,2099.0,THINKPAD,2560 x 1440,2560,1440,3686400,209.8006828649808,True,False,2.6,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Intel HD Graphics,Intel HD,Intel,Windows
869,Dell,Workstation,15.6,8GB,Windows 10,2.23,1778.0,PRECISION,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.8,Intel Core i7,Intel Higher,Intel,HDD,1000,0,0,0,1000,Nvidia Quadro,Nvidia Quadro,Nvidia,Windows
414,Asus,2 in 1 Convertible,13.3,8GB,Windows 10,1.27,928.0,ZENBOOK,1920 x 1080,1920,1080,2073600,165.6321180513006,True,True,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
205,Lenovo,Gaming,15.6,16GB,No OS,2.4,1398.0,LEGION,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,No OS
1055,HP,Notebook,15.6,4GB,Windows 10,2.31,705.15,PROBOOK,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.3,Intel Core i3,Intel Core i3,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
497,HP,Notebook,14.0,8GB,Windows 10,1.48,1749.0,ELITEBOOK,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,1000,1000,Intel HD Graphics,Intel HD,Intel,Windows
516,HP,Notebook,15.6,4GB,Windows 10,2.04,521.47,PAVILION,1366 x 768,1366,768,1049088,100.45466986113651,False,True,1.6,Intel Core i5,Intel Core i5,Intel,HDD,1000,0,0,0,1000,Intel UHD Graphics,Intel UHD,Intel,Windows
702,Lenovo,Notebook,15.6,8GB,Windows 10,2.2,429.0,IDEAPAD,1366 x 768,1366,768,1049088,100.45466986113651,False,False,3.6,AMD A12-Series,AMD,AMD,HDD,1000,0,0,0,1000,AMD Radeon R7,AMD Radeon,AMD,Windows
676,Asus,Ultrabook,14.0,8GB,Windows 10,1.1,1135.0,ZENBOOK,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
375,HP,Notebook,15.6,4GB,Windows 10,1.91,488.99,PAVILION,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,3.0,AMD A9-Series,AMD,AMD,SSD,0,0,0,256,256,AMD Radeon R5,AMD Radeon,AMD,Windows
185,Dell,Notebook,17.3,16GB,Windows 10,2.77,1549.0,INSPIRON,1920 x 1080,1920,1080,2073600,127.33567457123111,False,True,1.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
404,MSI,Gaming,17.3,16GB,Windows 10,2.8,2249.0,RAIDER,1920 x 1080,1920,1080,2073600,127.33567457123111,False,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,256,1256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
706,Acer,2 in 1 Convertible,13.3,8GB,Windows 10,1.6,999.0,SPIN,1920 x 1080,1920,1080,2073600,165.6321180513006,True,True,1.6,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel UHD Graphics,Intel UHD,Intel,Windows
899,Dell,Notebook,15.6,8GB,Windows 10,1.9,935.0,LATITUDE,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.6,Intel Core i5,Intel Core i5,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
401,Asus,Gaming,17.3,16GB,Windows 10,2.9,1529.0,ASUS FX,1920 x 1080,1920,1080,2073600,127.33567457123111,False,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,256,1256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
846,HP,2 in 1 Convertible,11.6,4GB,Chrome OS,1.4,615.0,CHROMEBOOK,1366 x 768,1366,768,1049088,135.0942111925629,False,True,1.1,Intel Celeron Dual Core,Intel Other,Intel,Flash,0,0,32,0,32,Intel HD Graphics,Intel HD,Intel,Other
1057,Acer,Notebook,15.6,8GB,Windows 10,2.4,449.0,ASPIRE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.2,AMD A8-Series,AMD,AMD,HDD,1000,0,0,0,1000,AMD Radeon R5,AMD Radeon,AMD,Windows
441,Dell,Notebook,15.6,4GB,Windows 10,2.2,749.0,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,1.6,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,AMD Radeon,AMD Radeon,AMD,Windows
132,Acer,Ultrabook,14.0,8GB,Windows 10,1.6,884.0,SWIFT,1920 x 1080,1920,1080,2073600,157.3505121487356,True,False,1.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel UHD Graphics,Intel UHD,Intel,Windows
745,Acer,Notebook,14.0,2GB,Chrome OS,1.68,330.0,CHROMEBOOK,1366 x 768,1366,768,1049088,111.93520355955211,False,False,1.6,Intel Celeron Dual Core,Intel Other,Intel,Flash,0,0,32,0,32,Intel HD Graphics,Intel HD,Intel,Other
173,Toshiba,Notebook,15.6,4GB,Windows 10,2.0,489.0,SATELLITE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.4,Intel Core i3,Intel Core i3,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
690,Acer,Notebook,14.0,4GB,Chrome OS,1.45,375.0,CHROMEBOOK,1366 x 768,1366,768,1049088,111.93520355955211,False,False,1.6,Intel Celeron Dual Core,Intel Other,Intel,Flash,0,0,32,0,32,Intel HD Graphics,Intel HD,Intel,Other
428,HP,Gaming,17.3,12GB,Windows 10,3.35,1999.0,OMEN,1920 x 1080,1920,1080,2073600,127.33567457123111,False,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,256,1256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
904,Lenovo,Notebook,15.6,8GB,Windows 10,1.95,1962.99,THINKPAD,1920 x 1080,1920,1080,2073600,141.21199808219862,True,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,512,512,Intel HD Graphics,Intel HD,Intel,Windows
1282,HP,Netbook,11.6,2GB,Windows 10,1.17,209.0,STREAM,1366 x 768,1366,768,1049088,135.0942111925629,False,False,1.6,Intel Celeron Dual Core,Intel Other,Intel,Flash,0,0,32,0,32,Intel HD Graphics,Intel HD,Intel,Windows
1120,Vero,Notebook,13.3,4GB,Windows 10,1.35,196.0,VERO V,1920 x 1080,1920,1080,2073600,165.6321180513006,False,False,1.44,Intel Atom,Intel Other,Intel,Flash,0,0,32,0,32,Intel HD Graphics,Intel HD,Intel,Windows
718,Mediacom,Notebook,14.0,4GB,Windows 10,1.4,265.0,SMARTBOOK,1920 x 1200,1920,1200,2304000,161.72539083525606,True,False,1.92,Intel Atom,Intel Other,Intel,HDD,32,0,0,0,32,Intel HD Graphics,Intel HD,Intel,Windows
1012,HP,Notebook,14.0,4GB,Windows 10,1.48,1590.0,ELITEBOOK,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
96,Dell,Notebook,15.6,8GB,Linux,2.2,599.9,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.7,Intel Core i7,Intel Higher,Intel,HDD,1000,0,0,0,1000,AMD Radeon R5,AMD Radeon,AMD,Linux
1128,Lenovo,Gaming,15.6,8GB,No OS,2.4,989.0,LEGION,1920 x 1080,1920,1080,2073600,141.21199808219862,True,False,2.5,Intel Core i5,Intel Core i5,Intel,Hybrid,1000,0,0,128,1128,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,No OS
635,Asus,Notebook,15.6,8GB,Windows 10,1.99,906.62,VIVOBOOK,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i5,Intel Core i5,Intel,HDD,1000,0,0,0,1000,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
738,MSI,Gaming,15.6,16GB,Windows 10,1.8,2094.48,STEALTH,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,256,1256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
499,Lenovo,Notebook,15.6,8GB,Windows 10,2.3,911.0,THINKPAD,1920 x 1080,1920,1080,2073600,141.21199808219862,True,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
74,Acer,Notebook,14.0,8GB,Windows 10,2.1,389.0,ASPIRE,1366 x 768,1366,768,1049088,111.93520355955211,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
89,Dell,Ultrabook,13.3,8GB,Windows 10,1.21,1649.0,XPS,1920 x 1080,1920,1080,2073600,165.6321180513006,True,False,1.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel UHD Graphics,Intel UHD,Intel,Windows
971,Dell,Ultrabook,14.0,8GB,Windows 10,1.5,1962.98,LATITUDE,2560 x 1440,2560,1440,3686400,209.8006828649808,False,True,2.6,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
691,Lenovo,Notebook,14.0,4GB,Windows 10,1.7,699.0,IDEAPAD,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
1070,Dell,Notebook,15.6,4GB,Windows 10,2.06,481.98,LATITUDE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.3,Intel Core i3,Intel Core i3,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
0,Apple,Ultrabook,13.3,8GB,macOS,1.37,1339.69,MACBOOK,2560 x 1600,2560,1600,4096000,226.98300468106115,True,False,2.3,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,128,128,Intel Iris Plus Graphics,Intel Iris,Intel,Mac
558,HP,Notebook,15.6,6GB,Windows 10,1.91,568.9,PAVILION,1920 x 1080,1920,1080,2073600,141.21199808219862,True,False,2.5,AMD A10-Series,AMD,AMD,SSD,0,0,0,128,128,AMD Radeon,AMD Radeon,AMD,Windows
683,HP,Notebook,17.3,4GB,Windows 10,2.5,699.0,PAVILION,1920 x 1080,1920,1080,2073600,127.33567457123111,True,False,2.0,Intel Core i3,Intel Core i3,Intel,SSD,0,0,0,256,256,AMD Radeon R5,AMD Radeon,AMD,Windows
392,Acer,Notebook,15.6,12GB,Windows 10,2.2,693.99,ASPIRE,1366 x 768,1366,768,1049088,100.45466986113651,True,False,1.6,Intel Core i5,Intel Core i5,Intel,HDD,1000,0,0,0,1000,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
476,Dell,Workstation,15.6,8GB,Windows 10,1.78,2408.0,PRECISION,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Nvidia Quadro,Nvidia Quadro,Nvidia,Windows
1153,Dell,Gaming,15.6,8GB,Windows 10,2.62,1199.0,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.8,Intel Core i7,Intel Higher,Intel,HDD,1000,0,0,0,1000,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
519,Asus,Gaming,17.3,16GB,Windows 10,3.0,1504.0,ASUS FX,1920 x 1080,1920,1080,2073600,127.33567457123111,False,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,256,1256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
107,Asus,Ultrabook,14.0,8GB,Windows 10,1.3,1193.0,ZENBOOK,1920 x 1080,1920,1080,2073600,157.3505121487356,True,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
347,Dell,Ultrabook,15.6,16GB,Windows 10,1.88,1607.96,LATITUDE,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,1.9,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,768,768,Intel UHD Graphics,Intel UHD,Intel,Windows
1095,Acer,Notebook,15.6,8GB,Windows 10,2.4,799.0,ASPIRE,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i5,Intel Core i5,Intel,Hybrid,1000,0,0,256,1256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
1124,Asus,Notebook,15.6,4GB,Windows 10,2.0,435.0,VIVOBOOK,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.4,Intel Core i3,Intel Core i3,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
223,HP,Notebook,15.6,8GB,Windows 10,2.1,794.0,PROBOOK,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,1.6,Intel Core i5,Intel Core i5,Intel,HDD,1000,0,0,0,1000,Intel UHD Graphics,Intel UHD,Intel,Windows
1027,HP,Notebook,14.0,4GB,Windows 10,1.95,1060.0,PROBOOK,1366 x 768,1366,768,1049088,111.93520355955211,False,False,2.5,Intel Core i5,Intel Core i5,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
327,Asus,Ultrabook,15.6,8GB,Windows 10,1.7,1049.9,VIVOBOOK,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
1061,Asus,Gaming,17.3,16GB,No OS,4.0,998.0,ROG,1920 x 1080,1920,1080,2073600,127.33567457123111,True,False,2.6,Intel Core i7,Intel Higher,Intel,HDD,1000,0,0,0,1000,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,No OS
102,Dell,Notebook,15.6,8GB,Linux,2.2,647.0,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,1.6,Intel Core i5,Intel Core i5,Intel,HDD,1000,0,0,0,1000,AMD Radeon,AMD Radeon,AMD,Linux
1080,Lenovo,Ultrabook,12.5,8GB,Windows 10,0.99,1399.0,YOGA,2560 x 1440,2560,1440,3686400,234.9767648087785,True,True,1.2,Intel Core M,Intel Higher,Intel,SSD,0,0,0,512,512,Intel HD Graphics,Intel HD,Intel,Windows
620,HP,Notebook,14.0,8GB,Windows 10,2.31,1124.0,PROBOOK,1366 x 768,1366,768,1049088,111.93520355955211,False,False,2.6,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
475,Dell,Notebook,14.0,8GB,Windows 10,1.79,740.0,LATITUDE,1366 x 768,1366,768,1049088,111.93520355955211,False,False,2.3,Intel Core i3,Intel Core i3,Intel,SSD,0,0,0,128,128,Intel HD Graphics,Intel HD,Intel,Windows
213,Lenovo,Notebook,15.6,8GB,No OS,2.2,549.0,IDEAPAD,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,No OS
707,Lenovo,Workstation,15.6,16GB,Windows 7,2.18,1855.0,THINKPAD,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Nvidia Quadro,Nvidia Quadro,Nvidia,Windows
135,HP,Notebook,14.0,8GB,Windows 10,1.63,988.0,PROBOOK,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,1.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel UHD Graphics,Intel UHD,Intel,Windows
852,Dell,Notebook,17.3,8GB,Linux,2.83,865.0,INSPIRON,1920 x 1080,1920,1080,2073600,127.33567457123111,False,False,2.7,Intel Core i7,Intel Higher,Intel,HDD,1000,0,0,0,1000,AMD Radeon R7,AMD Radeon,AMD,Linux
246,HP,Notebook,15.6,8GB,Windows 10,2.04,559.0,PAVILION,1366 x 768,1366,768,1049088,100.45466986113651,False,True,2.5,Intel Core i5,Intel Core i5,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
1284,Lenovo,2 in 1 Convertible,14.0,4GB,Windows 10,1.8,638.0,YOGA,1920 x 1080,1920,1080,2073600,157.3505121487356,True,True,2.5,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,128,128,Intel HD Graphics,Intel HD,Intel,Windows
1047,MSI,Gaming,17.3,16GB,Windows 10,3.78,1545.64,DOMINATOR,1920 x 1080,1920,1080,2073600,127.33567457123111,True,False,2.7,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,256,1256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
1272,Lenovo,Notebook,14.0,2GB,Windows 10,1.5,229.0,IDEAPAD,1366 x 768,1366,768,1049088,111.93520355955211,False,False,1.6,Intel Celeron Dual Core,Intel Other,Intel,Flash,0,0,64,0,64,Intel HD Graphics,Intel HD,Intel,Windows
1026,HP,Notebook,14.0,4GB,Windows 10,2.31,1189.0,PROBOOK,1366 x 768,1366,768,1049088,111.93520355955211,False,False,2.5,Intel Core i5,Intel Core i5,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
1090,Dell,Notebook,15.6,4GB,Linux,2.2,393.49,INSPIRON,1366 x 768,1366,768,1049088,100.45466986113651,False,False,1.6,Intel Pentium Quad Core,Intel Other,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Linux
998,Asus,Gaming,15.6,16GB,Windows 10,2.5,1799.0,ROG,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,256,1256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
1281,Dell,Notebook,15.6,8GB,Linux,2.3,805.99,INSPIRON,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.7,Intel Core i7,Intel Higher,Intel,HDD,1000,0,0,0,1000,AMD Radeon R5,AMD Radeon,AMD,Linux
365,HP,Notebook,15.6,8GB,Windows 10,2.04,389.0,PAVILION,1366 x 768,1366,768,1049088,100.45466986113651,False,False,1.6,Intel Pentium Quad Core,Intel Other,Intel,HDD,2000,0,0,0,2000,Intel HD Graphics,Intel HD,Intel,Windows
248,HP,Notebook,13.3,4GB,Windows 10,1.49,675.0,PROBOOK,1920 x 1080,1920,1080,2073600,165.6321180513006,True,False,1.6,Intel Core i5,Intel Core i5,Intel,HDD,500,0,0,0,500,Intel UHD Graphics,Intel UHD,Intel,Windows
736,HP,Workstation,15.6,16GB,Windows 10,2.6,2419.0,ZBOOK,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Nvidia Quadro,Nvidia Quadro,Nvidia,Windows
26,Apple,Ultrabook,13.3,8GB,Mac OS X,1.35,1099.0,MACBOOK,1440 x 900,1440,900,1296000,127.67794013309688,False,False,1.6,Intel Core i5,Intel Core i5,Intel,Flash,0,0,128,0,128,Intel HD Graphics,Intel HD,Intel,Mac
836,Asus,Gaming,17.3,16GB,Windows 10,2.9,2419.0,ROG,1920 x 1080,1920,1080,2073600,127.33567457123111,False,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,256,1256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
284,Acer,Notebook,15.6,8GB,Windows 10,3.0,951.0,ASPIRE,1920 x 1080,1920,1080,2073600,141.21199808219862,True,False,1.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
417,HP,Ultrabook,14.0,8GB,Windows 10,1.43,1500.0,ELITEBOOK,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.5,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
902,Dell,2 in 1 Convertible,13.3,16GB,Windows 10,1.22,1649.0,XPS,1920 x 1080,1920,1080,2073600,165.6321180513006,False,True,1.3,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
680,MSI,Gaming,15.6,8GB,Windows 10,2.2,997.9,GV,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
893,Lenovo,Ultrabook,14.0,8GB,Windows 10,1.32,1799.0,THINKPAD,1920 x 1080,1920,1080,2073600,157.3505121487356,True,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
3,Apple,Ultrabook,15.4,16GB,macOS,1.83,2537.45,MACBOOK,2880 x 1800,2880,1800,5184000,220.53462386625827,True,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,AMD Radeon Pro,AMD Radeon,AMD,Mac
134,HP,Notebook,15.6,8GB,Windows 10,2.05,598.0,PAVILION,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.7,Intel Core i7,Intel Higher,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
837,Toshiba,Notebook,15.6,4GB,Windows 10,2.0,669.0,SATELLITE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.4,Intel Core i3,Intel Core i3,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
355,Dell,Notebook,15.6,8GB,Windows 10,2.02,970.9,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,1.8,Intel Core i7,Intel Higher,Intel,Hybrid,2000,0,0,128,2128,AMD Radeon,AMD Radeon,AMD,Windows
292,HP,Notebook,17.3,8GB,Windows 10,2.54,489.0,PAVILION,1600 x 900,1600,900,1440000,106.11306214269258,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
698,Toshiba,Ultrabook,13.3,16GB,Windows 10,1.36,1877.0,PORTEGE,1920 x 1080,1920,1080,2073600,165.6321180513006,False,True,2.5,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Intel HD Graphics,Intel HD,Intel,Windows
1130,HP,Notebook,15.6,8GB,Windows 10,2.04,629.0,PAVILION,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.7,Intel Core i7,Intel Higher,Intel,HDD,2000,0,0,0,2000,Intel HD Graphics,Intel HD,Intel,Windows
1110,HP,Notebook,13.3,8GB,Windows 10,1.16,1699.0,ELITEBOOK,3200 x 1800,3200,1800,5760000,276.053530085501,False,True,1.1,Intel Core M,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
1255,Asus,Notebook,15.6,4GB,Windows 10,2.0,339.0,VIVOBOOK,1366 x 768,1366,768,1049088,100.45466986113651,False,False,1.1,Intel Celeron Dual Core,Intel Other,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
895,Toshiba,Notebook,13.3,8GB,Windows 10,1.05,1475.0,PORTEGE,1920 x 1080,1920,1080,2073600,165.6321180513006,False,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
997,Acer,Notebook,15.6,4GB,Windows 10,2.4,380.0,ASPIRE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,1.1,Intel Pentium Quad Core,Intel Other,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
228,Asus,Notebook,17.3,8GB,Windows 10,2.69,891.0,ASUS K,1920 x 1080,1920,1080,2073600,127.33567457123111,False,False,2.5,Intel Core i5,Intel Core i5,Intel,Hybrid,500,0,0,256,756,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
643,Asus,Gaming,15.6,8GB,No OS,2.5,1169.0,ROG,1920 x 1080,1920,1080,2073600,141.21199808219862,True,False,2.8,Intel Core i7,Intel Higher,Intel,HDD,1000,0,0,0,1000,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,No OS
225,Acer,Notebook,15.6,8GB,Windows 10,2.2,832.0,ASPIRE,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
226,Dell,Notebook,15.6,16GB,Windows 10,2.3,859.01,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,False,True,2.7,Intel Core i7,Intel Higher,Intel,HDD,1000,0,0,0,1000,AMD Radeon R7,AMD Radeon,AMD,Windows
842,HP,Notebook,17.3,8GB,Windows 10,2.63,910.0,PROBOOK,1600 x 900,1600,900,1440000,106.11306214269258,False,False,2.5,Intel Core i5,Intel Core i5,Intel,HDD,1000,0,0,0,1000,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
369,HP,Ultrabook,14.0,8GB,Windows 10,1.36,1750.0,ELITEBOOK,1920 x 1080,1920,1080,2073600,157.3505121487356,True,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
1062,Dell,Notebook,15.6,4GB,Windows 10,2.25,559.0,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i5,Intel Core i5,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
844,HP,Ultrabook,14.0,8GB,Windows 7,1.54,1870.0,ELITEBOOK,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.5,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Intel HD Graphics,Intel HD,Intel,Windows
339,Dell,Notebook,15.6,8GB,Windows 10,2.0,1142.75,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,1.6,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
419,Lenovo,Ultrabook,14.0,8GB,Windows 10,1.75,1215.38,THINKPAD,1920 x 1080,1920,1080,2073600,157.3505121487356,True,False,1.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,AMD Radeon RX,AMD Radeon,AMD,Windows
1117,Razer,Ultrabook,12.5,8GB,Windows 10,1.25,1029.0,BLADE,3840 x 2160,3840,2160,8294400,352.4651472131677,False,True,2.5,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
